300 2
1 4 
20 22 1
18 20 2
11 15 2
18 21 2
19 20 1
17 19 1
3 4 2
20 0 2
6 8 2
23 1 2
3 5 2
3 5 1
3 6 2
5 8 1
15 17 1
7 9 2
4 9 2
23 1 1
4 9 2
23 2 1
0 4 1
9 13 2
18 20 2
8 11 2
2 5 1
4 7 2
21 0 2
7 10 1
3 6 1
7 9 1
7 11 2
16 17 2
6 10 1
9 13 1
8 11 2
3 5 2
0 4 2
23 3 1
18 23 1
13 15 1
14 16 2
0 4 1
16 18 1
4 8 2
18 21 1
19 23 1
6 11 2
15 18 1
5 8 2
11 15 1
16 20 2
19 23 2
4 8 2
19 22 2
21 23 2
8 12 2
16 18 2
6 9 2
22 1 1
23 2 1
19 21 1
9 13 1
5 7 2
10 14 2
9 10 2
3 6 2
21 0 1
6 8 2
14 17 2
10 14 1
8 11 2
21 0 2
4 7 2
22 1 2
1 2 1
4 6 1
1 5 1
22 0 2
19 23 1
6 7 1
20 22 2
1 4 2
2 4 2
14 18 1
5 7 2
8 12 2
18 23 2
14 18 2
8 11 1
22 2 1
9 13 1
17 21 2
4 5 1
21 2 1
10 13 1
18 20 2
1 5 2
23 2 1
3 8 2
19 23 1
16 19 1
23 3 1
5 10 1
1 3 2
11 14 1
21 23 1
18 22 2
14 16 1
20 0 2
7 10 1
20 23 2
14 18 2
12 15 2
5 7 2
16 20 1
14 16 2
11 13 1
0 5 1
2 6 2
14 16 1
3 5 1
1 4 1
5 7 1
9 11 2
4 6 1
18 22 1
14 18 2
0 2 2
8 12 1
5 9 2
2 5 1
14 17 1
23 2 2
21 0 1
14 18 2
18 22 2
1 4 1
8 12 2
19 22 1
23 1 1
13 16 2
16 20 2
13 16 1
8 13 2
10 14 2
6 9 2
16 19 2
22 2 1
9 13 1
10 13 2
19 22 1
23 2 2
20 23 1
23 3 1
8 9 1
0 4 1
22 2 2
19 21 1
15 16 2
22 1 2
1 5 1
2 4 2
22 1 1
4 6 2
12 16 2
11 14 1
11 13 2
10 13 1
2 6 1
7 10 2
7 10 1
3 5 1
2 6 1
0 1 2
20 22 2
4 7 1
18 21 1
23 1 2
11 14 2
14 17 2
14 17 2
16 19 2
11 13 1
12 14 1
16 18 2
13 15 1
12 16 1
20 0 1
0 2 2
12 15 2
8 11 1
10 13 2
18 21 1
15 18 2
4 7 1
0 4 1
18 21 2
22 1 2
23 2 1
22 2 2
5 9 2
15 18 2
6 11 2
5 8 1
19 22 2
10 12 1
2 5 1
23 0 2
0 2 1
15 19 2
11 12 2
9 12 2
8 12 2
15 18 1
9 12 2
12 14 1
8 11 1
16 19 1
3 6 2
7 11 1
23 2 2
11 15 2
18 20 1
12 14 2
1 4 2
21 21 1
3 8 2
15 20 2
18 20 1
9 11 2
9 10 2
12 15 2
16 21 1
3 8 1
19 22 1
15 18 1
22 0 1
10 16 2
0 5 2
1 4 2
5 8 1
14 19 2
9 13 2
12 15 1
7 11 1
21 1 1
5 8 1
11 15 1
15 17 1
21 23 2
17 20 2
13 17 1
19 21 1
12 13 2
7 11 2
1 2 2
13 14 1
3 7 2
6 8 2
4 6 2
11 12 1
0 2 2
22 1 2
2 6 2
22 2 2
9 12 1
18 21 1
1 4 1
15 18 2
3 7 2
14 18 1
18 20 1
22 1 1
17 21 1
21 0 2
0 3 1
8 12 2
6 9 2
5 9 1
15 18 2
4 5 1
0 3 1
3 5 1
16 20 2
9 12 2
21 0 2
12 16 1
22 0 2
20 23 2
1 6 2
22 1 2
19 21 2
6 10 2
10 13 1
7 11 2
9 11 2
22 1 1
23 2 1
22 1 1
0 4 2
