500 3
23 18 8 
9 12 2
6 8 3
6 8 2
8 12 1
7 10 1
5 8 1
20 22 1
7 9 2
18 19 3
8 12 3
10 13 1
3 7 1
13 16 1
13 18 3
15 18 3
11 14 3
13 16 3
6 8 3
3 6 2
11 15 1
3 7 3
2 5 3
12 15 3
13 17 2
1 5 2
10 14 3
8 11 3
21 0 3
8 11 3
0 5 3
9 13 2
17 19 3
8 11 2
4 7 3
3 6 2
17 20 2
5 8 3
15 18 1
22 1 2
1 2 1
22 2 2
10 13 1
19 22 1
18 21 1
11 14 2
13 18 3
23 3 2
12 16 1
18 22 3
12 14 3
18 21 1
21 0 1
1 4 1
2 6 3
20 23 3
10 12 2
19 23 2
3 6 1
11 14 1
23 1 2
8 11 3
20 0 3
18 19 2
16 19 1
9 12 2
18 21 3
3 6 3
4 6 1
13 15 1
5 9 1
9 11 3
18 20 2
22 0 2
5 5 3
9 11 2
12 15 1
5 6 1
21 23 2
18 21 3
13 17 3
18 22 1
1 4 3
12 14 1
8 12 1
5 7 1
7 8 1
15 18 1
0 6 2
1 2 1
17 20 1
17 18 3
0 4 3
9 11 1
5 7 3
10 14 2
23 2 3
1 5 3
5 9 1
9 13 2
21 0 1
8 11 1
4 7 2
9 13 2
21 0 2
19 21 3
3 5 1
11 14 1
12 14 1
16 18 1
23 1 1
4 7 3
5 8 1
13 17 3
5 9 3
2 5 1
2 6 2
22 1 1
6 10 3
12 15 3
23 0 3
4 8 2
23 2 3
19 20 1
18 21 1
10 13 3
7 11 1
9 12 2
23 3 1
7 11 1
23 1 2
20 21 3
16 19 1
15 17 1
14 16 1
11 13 3
23 3 2
15 18 3
2 4 1
19 0 3
17 18 1
3 7 2
20 23 3
4 6 3
23 3 1
2 5 3
13 18 3
7 9 1
9 12 2
2 6 2
23 0 3
18 21 1
17 20 1
13 17 1
4 8 3
4 7 1
8 12 2
12 15 2
17 18 2
23 1 3
20 22 2
20 22 2
7 11 1
10 12 2
14 17 3
1 4 1
16 18 2
12 15 1
19 22 1
11 15 2
12 14 1
20 0 3
12 14 2
12 15 1
21 0 3
14 17 3
16 18 3
4 6 3
8 12 1
11 15 3
0 3 1
20 23 3
7 9 3
5 8 1
11 15 2
10 14 2
17 18 3
12 15 2
19 23 2
20 22 1
4 9 3
14 16 1
6 10 1
12 16 3
17 19 3
20 23 3
16 18 2
11 15 1
0 3 2
7 9 1
4 8 3
2 5 3
21 2 3
13 17 1
7 10 1
13 17 2
2 4 3
1 3 2
20 22 2
11 15 3
16 19 2
11 13 2
8 11 1
15 20 1
14 16 1
8 11 1
15 19 3
15 19 3
10 13 2
5 8 1
16 18 1
20 22 2
0 3 3
18 20 1
11 13 1
13 16 3
18 21 2
17 19 3
9 13 1
15 17 3
1 4 1
8 9 2
22 1 2
13 16 2
5 8 1
8 11 3
3 6 1
22 2 2
0 4 2
9 12 3
5 10 3
19 22 2
12 14 2
21 0 2
9 12 3
19 21 2
8 9 3
11 14 1
19 20 3
17 21 1
4 6 1
6 9 1
7 10 2
23 3 3
1 5 1
3 5 1
14 19 3
6 9 1
2 6 2
3 7 3
23 3 3
9 10 1
23 2 1
9 12 2
23 3 1
4 6 2
18 21 3
3 5 2
10 14 1
2 4 2
8 12 1
6 9 1
6 8 2
15 17 1
13 15 2
5 10 3
17 20 2
5 8 3
9 12 3
0 2 3
1 5 3
15 19 1
18 21 2
18 22 2
21 1 3
7 10 1
19 22 1
22 0 3
19 22 1
17 20 3
0 2 2
23 2 1
6 8 3
4 8 1
12 15 3
10 14 1
17 22 2
2 4 3
3 6 3
18 21 2
12 14 3
18 21 3
20 20 3
22 0 3
22 1 1
7 11 1
6 8 1
13 15 3
0 2 2
6 7 3
18 22 1
18 22 2
9 13 3
15 17 2
11 15 2
16 19 1
4 5 3
22 1 1
15 18 1
11 13 1
3 6 2
8 12 3
19 21 2
19 22 1
18 22 3
10 12 2
13 16 3
4 8 1
18 22 1
9 13 1
14 19 3
10 13 3
8 11 2
9 12 3
13 17 2
18 21 1
22 2 1
7 11 1
2 5 3
7 10 3
13 19 3
13 15 3
7 8 3
2 6 3
16 18 1
9 13 3
0 2 1
5 8 3
6 7 1
4 8 2
1 3 2
9 11 1
8 10 1
21 0 3
12 14 3
20 23 1
18 21 1
9 10 2
0 5 2
2 4 1
22 2 2
15 18 1
11 14 3
20 23 3
19 19 1
10 12 3
21 0 3
8 9 2
23 3 1
15 17 3
1 4 3
2 6 2
0 2 2
13 14 2
13 16 1
7 12 1
7 10 1
18 20 2
21 23 1
5 8 2
1 4 1
7 11 3
3 6 3
15 16 3
5 9 2
13 16 2
15 18 2
1 6 2
3 6 1
23 1 3
20 23 3
8 12 2
9 11 3
20 22 3
19 22 3
8 12 3
7 9 2
0 4 1
12 15 2
2 4 3
7 11 1
15 19 2
7 9 2
17 19 2
8 11 3
11 13 1
8 9 1
16 18 2
12 15 3
14 16 3
22 3 2
19 20 2
13 15 2
22 23 3
8 13 3
7 10 3
23 3 3
23 1 1
15 19 2
8 12 2
1 4 1
9 12 3
12 18 2
7 9 1
14 18 2
0 3 1
18 22 2
14 18 3
11 14 1
10 15 2
13 16 1
2 7 3
19 23 3
19 22 2
13 16 3
23 2 2
22 0 1
20 22 3
19 23 2
9 12 1
11 14 3
22 3 3
7 11 1
14 17 1
13 15 2
0 3 2
12 15 3
9 12 3
20 23 3
14 18 1
11 14 3
15 19 2
13 16 3
10 12 3
7 10 3
3 6 1
21 1 3
1 3 2
6 9 3
17 20 1
9 11 2
14 16 3
10 16 2
20 23 3
23 1 1
20 23 3
23 1 3
16 19 3
3 8 1
3 6 2
14 16 2
16 19 1
15 18 1
22 4 3
18 20 1
15 18 3
15 19 1
13 17 1
22 0 2
12 15 3
0 3 2
13 17 3
0 1 2
18 22 2
13 15 2
15 17 1
9 10 1
4 7 3
19 21 2
12 15 2
4 7 2
15 18 2
10 12 1
20 0 1
2 5 3
14 18 1
23 4 2
13 16 1
0 3 3
8 11 2
11 15 1
