200 2
13 6 
0 3 2
17 19 1
5 8 1
4 7 1
10 13 1
1 3 1
2 6 1
12 15 2
21 0 2
21 1 2
11 15 2
17 18 2
7 9 1
17 20 1
19 22 2
19 21 1
9 13 2
11 15 1
0 2 1
17 20 2
23 4 1
5 8 1
11 15 2
5 10 1
11 15 2
4 8 1
23 3 2
15 17 1
19 21 1
8 10 2
22 1 1
17 21 2
23 2 2
4 8 1
19 23 1
20 23 1
15 18 1
6 9 1
17 21 2
17 21 2
1 4 2
1 2 2
7 11 1
5 8 1
15 19 2
9 13 2
9 14 1
13 16 2
1 4 2
1 3 1
22 1 1
4 6 2
6 9 2
15 18 1
16 18 2
10 13 2
12 16 1
12 14 2
23 3 2
10 13 1
9 12 1
15 17 2
21 0 1
23 4 2
17 20 1
5 7 2
2 7 1
15 19 2
6 10 1
7 10 1
10 14 1
8 11 1
19 22 2
18 20 2
6 8 1
19 23 2
13 17 2
3 6 1
23 0 2
12 16 2
20 0 1
23 2 1
10 14 1
7 10 2
21 0 1
21 0 2
23 3 1
18 22 2
7 11 2
18 20 1
5 9 2
13 15 2
4 5 1
23 4 2
20 23 1
15 17 2
13 15 2
23 1 2
1 4 1
8 12 2
22 2 2
22 23 1
12 15 2
17 20 2
0 3 2
1 5 2
1 3 2
10 13 1
13 17 2
8 11 1
16 19 1
5 6 2
22 2 2
2 5 2
5 7 1
18 22 2
5 8 2
7 10 1
22 1 1
18 22 1
20 21 1
4 9 1
19 22 1
12 15 1
11 15 2
18 20 1
17 20 1
19 21 2
15 18 1
15 18 1
16 19 1
16 20 1
4 5 2
2 6 1
2 5 2
18 20 1
7 9 2
3 7 2
4 6 2
22 0 1
17 20 2
17 21 2
18 22 2
6 8 2
1 4 2
11 12 2
0 3 2
2 5 2
7 9 2
9 14 2
13 15 1
5 6 2
7 9 1
3 7 2
8 12 1
1 2 2
18 22 2
16 18 2
12 14 2
13 16 2
15 19 2
1 5 2
3 5 1
20 0 2
16 18 2
1 5 1
22 0 1
23 1 2
19 21 2
23 3 2
16 18 2
10 11 2
4 6 2
21 0 1
10 14 1
15 19 2
10 12 2
3 4 1
21 23 2
9 11 1
13 16 1
18 20 1
20 22 2
1 5 2
19 21 2
19 22 1
11 14 1
6 8 1
7 9 2
22 3 1
15 17 2
20 0 1
20 23 2
11 14 1
16 20 1
5 8 1
15 17 1
6 9 1
17 20 2
17 19 1
