100 2
24 4 
8 10 1
15 18 2
9 12 2
9 13 1
9 13 2
15 21 2
19 22 1
7 9 2
8 12 1
21 23 1
13 16 2
11 13 2
14 18 2
18 20 2
18 22 1
22 0 1
1 4 2
7 10 2
6 10 2
22 3 1
10 12 2
13 16 1
5 7 1
14 18 1
19 22 1
12 15 2
23 2 1
21 23 1
7 11 2
9 14 1
22 2 1
10 14 1
21 1 2
8 11 2
1 4 1
11 13 2
2 6 1
8 10 1
9 13 1
12 14 1
13 16 1
1 4 1
8 12 2
4 7 1
14 16 1
19 22 1
16 17 1
12 15 2
4 6 1
9 10 2
21 0 2
14 16 2
21 0 2
2 6 1
18 21 1
10 12 1
8 11 1
3 6 2
20 23 1
9 10 2
22 2 1
2 4 2
13 18 2
3 6 1
6 10 2
21 0 1
16 18 1
1 4 2
19 20 1
10 14 2
2 4 2
5 9 2
4 8 1
7 12 2
14 16 1
7 11 1
4 8 2
12 16 1
7 10 1
18 21 2
2 4 1
17 19 2
15 19 2
8 11 2
0 5 1
23 3 2
16 21 1
8 10 1
20 0 2
15 18 2
2 8 1
10 13 1
16 19 1
5 8 2
16 18 1
0 4 1
21 23 2
20 23 2
4 5 1
6 8 2
